ID,logFC,Pvalue,group,direction,group.direction
RP6-65G23.1,0.8512018,0.008447367,Transcriptomics,up,Transcriptomics.up
TP63,0.769103914,0.008513066,Transcriptomics,up,Transcriptomics.up
ZNF519,-0.629883752,0.008690737,Transcriptomics,down,Transcriptomics.down
OXTR,-0.708430696,0.008706194,Transcriptomics,down,Transcriptomics.down
C12orf55,0.945659117,0.009545164,Transcriptomics,up,Transcriptomics.up
RP5-1074L1.4,-0.763263075,0.009834936,Transcriptomics,down,Transcriptomics.down
AC015849.19,-0.950549143,0.009855896,Transcriptomics,down,Transcriptomics.down
RP11-506M12.1,-1.146645692,0.00988978,Transcriptomics,down,Transcriptomics.down
LPAR4,-0.794937216,0.010200633,Transcriptomics,down,Transcriptomics.down
FLT3LG,1.114942379,0.010200633,Transcriptomics,up,Transcriptomics.up
PSG4,-1.001256926,0.010217247,Transcriptomics,down,Transcriptomics.down
TLR8-AS1,0.693972979,0.010891424,Transcriptomics,up,Transcriptomics.up
RP11-54A9.1,-0.931996762,0.010929852,Transcriptomics,down,Transcriptomics.down
VCAN,-0.763297763,0.01104383,Transcriptomics,down,Transcriptomics.down
RP11-84G21.1,0.930272082,0.011261341,Transcriptomics,up,Transcriptomics.up
PCDHGC5,-1.072014474,0.011408645,Transcriptomics,down,Transcriptomics.down
PTGS1,-0.658388743,0.011546767,Transcriptomics,down,Transcriptomics.down
CTC-524C5.2,-0.674361879,0.01160112,Transcriptomics,down,Transcriptomics.down
RP11-400F19.18,-0.930601252,0.011818741,Transcriptomics,down,Transcriptomics.down
CGNL1,-0.639264765,0.012045609,Transcriptomics,down,Transcriptomics.down
KCNIP2,-0.896628196,0.012054368,Transcriptomics,down,Transcriptomics.down
SOCS2-AS1,-0.738006761,0.012172496,Transcriptomics,down,Transcriptomics.down
RP11-336A10.5,0.886056768,0.012388282,Transcriptomics,up,Transcriptomics.up
TMC8,-0.668330697,0.012694761,Transcriptomics,down,Transcriptomics.down
FAM106A,-1.099628926,0.012702071,Transcriptomics,down,Transcriptomics.down
RP11-110I1.11,-0.821473851,0.012733995,Transcriptomics,down,Transcriptomics.down
CXCL16,1.29046026,0.012826677,Transcriptomics,up,Transcriptomics.up
ELMO1,0.727684454,0.013089298,Transcriptomics,up,Transcriptomics.up
AC068580.6,0.839806534,0.013145401,Transcriptomics,up,Transcriptomics.up
NKAPP1,0.72763487,0.013301932,Transcriptomics,up,Transcriptomics.up
CTB-109A12.1,-1.319133169,0.013550035,Transcriptomics,down,Transcriptomics.down
RP11-467L13.5,0.844894619,0.013635267,Transcriptomics,up,Transcriptomics.up
SMAD9,-0.686376355,0.013635267,Transcriptomics,down,Transcriptomics.down
CDK15,-0.601152142,0.013959966,Transcriptomics,down,Transcriptomics.down
RP11-338I21.1,1.053380037,0.014349447,Transcriptomics,up,Transcriptomics.up
SLC26A7,-0.992784277,0.014453182,Transcriptomics,down,Transcriptomics.down
RP1-127C7.6,-1.231068811,0.014458523,Transcriptomics,down,Transcriptomics.down
GRIP1,-0.63200615,0.014578577,Transcriptomics,down,Transcriptomics.down
TNRC6C-AS1,-0.586998271,0.014615914,Transcriptomics,down,Transcriptomics.down
NGF,-0.645254807,0.014805312,Transcriptomics,down,Transcriptomics.down
AC004947.2,0.78312817,0.014948581,Transcriptomics,up,Transcriptomics.up
MACC1,-1.010824958,0.015027908,Transcriptomics,down,Transcriptomics.down
ZC3H12B,-0.653539299,0.015041533,Transcriptomics,down,Transcriptomics.down
RP11-324L17.1,-0.836336267,0.015462332,Transcriptomics,down,Transcriptomics.down
HLA-J,1.212598954,0.015804205,Transcriptomics,up,Transcriptomics.up
C16orf74,-0.59931523,0.01596491,Transcriptomics,down,Transcriptomics.down
RP11-395N3.1,-0.693319649,0.015975718,Transcriptomics,down,Transcriptomics.down
PANX2,1.107195059,0.015975718,Transcriptomics,up,Transcriptomics.up
HOXC-AS2,1.303124776,0.016161285,Transcriptomics,up,Transcriptomics.up
DEPDC7,-0.83595075,0.016378694,Transcriptomics,down,Transcriptomics.down
SMCO2,0.974503845,0.016525256,Transcriptomics,up,Transcriptomics.up
LYPD6B,-0.585625176,0.016527122,Transcriptomics,down,Transcriptomics.down
ZNF19,0.626536273,0.016562815,Transcriptomics,up,Transcriptomics.up
ABCA10,0.722587314,0.016571216,Transcriptomics,up,Transcriptomics.up
SMPD3,0.596465198,0.017023905,Transcriptomics,up,Transcriptomics.up
NUDT18,0.634270817,0.017431034,Transcriptomics,up,Transcriptomics.up
PADI1,-0.882721413,0.017528258,Transcriptomics,down,Transcriptomics.down
TXK,-0.586419763,0.017817637,Transcriptomics,down,Transcriptomics.down
FCGR2A,1.167969688,0.018099908,Transcriptomics,up,Transcriptomics.up
LPAR3,-1.092522036,0.018099908,Transcriptomics,down,Transcriptomics.down
RP1-102H19.8,-1.203350889,0.018129915,Transcriptomics,down,Transcriptomics.down
C5orf46,-0.657811634,0.01814369,Transcriptomics,down,Transcriptomics.down
HCG4B,0.728734629,0.018237542,Transcriptomics,up,Transcriptomics.up
MT-TW,-1.240585386,0.018237542,Transcriptomics,down,Transcriptomics.down
OVCH2,-0.897115113,0.018360145,Transcriptomics,down,Transcriptomics.down
C1orf147,1.071624741,0.018360145,Transcriptomics,up,Transcriptomics.up
SIX3,0.909972218,0.018631871,Transcriptomics,up,Transcriptomics.up
MYH7B,-0.719264373,0.01866108,Transcriptomics,down,Transcriptomics.down
HCG4P7,1.190495592,0.018953695,Transcriptomics,up,Transcriptomics.up
PRKXP1,-1.179887881,0.019326391,Transcriptomics,down,Transcriptomics.down
SLC26A11,0.640060375,0.019387693,Transcriptomics,up,Transcriptomics.up
SLC7A7,0.720189047,0.020470719,Transcriptomics,up,Transcriptomics.up
SLC4A10,-1.125479641,0.020845841,Transcriptomics,down,Transcriptomics.down
ATP8A2,0.664386361,0.021151662,Transcriptomics,up,Transcriptomics.up
CTD-3128G10.6,-0.923312125,0.021466921,Transcriptomics,down,Transcriptomics.down
SIDT1,0.631574444,0.021588447,Transcriptomics,up,Transcriptomics.up
NUTM2D,0.600985633,0.021781645,Transcriptomics,up,Transcriptomics.up
CTD-2547L24.4,1.10460861,0.021796974,Transcriptomics,up,Transcriptomics.up
EEPD1,0.588744033,0.021956454,Transcriptomics,up,Transcriptomics.up
RP4-777D9.2,-1.329978277,0.022352741,Transcriptomics,down,Transcriptomics.down
RP11-384C4.3,-1.194352314,0.022352741,Transcriptomics,down,Transcriptomics.down
NRTN,-0.695456516,0.022391038,Transcriptomics,down,Transcriptomics.down
KB-1732A1.1,0.7131018,0.022492129,Transcriptomics,up,Transcriptomics.up
NPIPB3,-0.591825641,0.022561235,Transcriptomics,down,Transcriptomics.down
RAB11FIP1P1,-0.967627561,0.022704942,Transcriptomics,down,Transcriptomics.down
PRKAR2A-AS1,0.619585147,0.022704942,Transcriptomics,up,Transcriptomics.up
RP11-572C15.6,-0.822843673,0.023005316,Transcriptomics,down,Transcriptomics.down
CORO6,0.716564328,0.023045179,Transcriptomics,up,Transcriptomics.up
ACVR1C,0.68360127,0.023047578,Transcriptomics,up,Transcriptomics.up
PCDH17,0.826831144,0.023416406,Transcriptomics,up,Transcriptomics.up
RP11-438N16.1,-0.886492991,0.02363815,Transcriptomics,down,Transcriptomics.down
GNAT2,-1.082727887,0.023752645,Transcriptomics,down,Transcriptomics.down
RP11-320M2.1,0.935914813,0.025170917,Transcriptomics,up,Transcriptomics.up
AC093642.3,-1.144331764,0.025239692,Transcriptomics,down,Transcriptomics.down
PGM5P2,-0.623682438,0.025477919,Transcriptomics,down,Transcriptomics.down
IPCEF1,1.051818629,0.025942658,Transcriptomics,up,Transcriptomics.up
PPIAP11,-0.828397798,0.025978847,Transcriptomics,down,Transcriptomics.down
RP11-10N23.2,-0.891967643,0.026040012,Transcriptomics,down,Transcriptomics.down
AC005785.2,-0.823372745,0.026040012,Transcriptomics,down,Transcriptomics.down
GPR110,-0.866298551,0.026095069,Transcriptomics,down,Transcriptomics.down
AC144530.1,-0.72004917,0.02649428,Transcriptomics,down,Transcriptomics.down
ISM1,0.823388225,0.026587799,Transcriptomics,up,Transcriptomics.up
MT-TS2,-0.957362954,0.026606797,Transcriptomics,down,Transcriptomics.down
RPL9P8,-0.902115409,0.027109655,Transcriptomics,down,Transcriptomics.down
PHACTR1,0.605984476,0.027476344,Transcriptomics,up,Transcriptomics.up
SCAND3,0.800975051,0.027955783,Transcriptomics,up,Transcriptomics.up
ITGB7,0.902414813,0.028021298,Transcriptomics,up,Transcriptomics.up
RP11-575L7.4,-1.179807578,0.028548313,Transcriptomics,down,Transcriptomics.down
KCNMA1,0.904629318,0.028649026,Transcriptomics,up,Transcriptomics.up
CTD-2509G16.5,-0.933191364,0.028866663,Transcriptomics,down,Transcriptomics.down
NRIP2,-1.12636363,0.028950804,Transcriptomics,down,Transcriptomics.down
RP11-726G1.1,-0.726940386,0.029069762,Transcriptomics,down,Transcriptomics.down
HIST1H4H,0.735658264,0.029239745,Transcriptomics,up,Transcriptomics.up
ACOT1,0.582686625,0.029319918,Transcriptomics,up,Transcriptomics.up
S1PR2,0.830609962,0.031505348,Transcriptomics,up,Transcriptomics.up
LINC01111,-0.816262166,0.03195341,Transcriptomics,down,Transcriptomics.down
ZNF117,-0.618843456,0.03195341,Transcriptomics,down,Transcriptomics.down
GPR158,1.079805647,0.032268385,Transcriptomics,up,Transcriptomics.up
ARL13A,-1.144802956,0.032341697,Transcriptomics,down,Transcriptomics.down
LINC00622,-0.798140912,0.032357619,Transcriptomics,down,Transcriptomics.down
NHLRC1,0.64435279,0.032547177,Transcriptomics,up,Transcriptomics.up
EYS,-0.621255262,0.032547177,Transcriptomics,down,Transcriptomics.down
RPL36AP39,1.117895471,0.032547177,Transcriptomics,up,Transcriptomics.up
VAMP5,0.85160808,0.032584287,Transcriptomics,up,Transcriptomics.up
RP1-59D14.5,-0.654995846,0.032594633,Transcriptomics,down,Transcriptomics.down
GRIK4,-0.647290365,0.03260434,Transcriptomics,down,Transcriptomics.down
PTGER2,-0.701711878,0.032720553,Transcriptomics,down,Transcriptomics.down
DENND2A,-0.747100625,0.032720553,Transcriptomics,down,Transcriptomics.down
CTD-2528L19.6,-0.684629766,0.032737131,Transcriptomics,down,Transcriptomics.down
SLC26A1,0.625195631,0.032869534,Transcriptomics,up,Transcriptomics.up
HSPA8P8,-0.617485142,0.032897879,Transcriptomics,down,Transcriptomics.down
AC009950.2,0.91805535,0.03298956,Transcriptomics,up,Transcriptomics.up
CBR3-AS1,0.876583181,0.033340569,Transcriptomics,up,Transcriptomics.up
RP11-192H6.2,-1.018112249,0.033363966,Transcriptomics,down,Transcriptomics.down
LRRTM3,0.955151104,0.033454732,Transcriptomics,up,Transcriptomics.up
RP11-879F14.3,-1.216505632,0.03393168,Transcriptomics,down,Transcriptomics.down
IL23A,1.006072301,0.034274799,Transcriptomics,up,Transcriptomics.up
RP11-439E19.10,-0.846896533,0.034450185,Transcriptomics,down,Transcriptomics.down
PRSS3P1,-0.669466744,0.034949554,Transcriptomics,down,Transcriptomics.down
RP11-449P15.2,-0.588141566,0.035201714,Transcriptomics,down,Transcriptomics.down
CTC-428H11.2,-1.16662913,0.035937354,Transcriptomics,down,Transcriptomics.down
LINC00202-1,-1.164728352,0.036414879,Transcriptomics,down,Transcriptomics.down
ITGB2-AS1,0.599025883,0.036444715,Transcriptomics,up,Transcriptomics.up
FGFBP1,-0.993693102,0.037303206,Transcriptomics,down,Transcriptomics.down
RP11-258C19.4,-1.181994623,0.037306381,Transcriptomics,down,Transcriptomics.down
EGFL8,-0.612563845,0.037539843,Transcriptomics,down,Transcriptomics.down
IL17D,-0.661950648,0.037584275,Transcriptomics,down,Transcriptomics.down
SNHG9,-0.703712776,0.037685728,Transcriptomics,down,Transcriptomics.down
ITGBL1,-0.839693995,0.037745871,Transcriptomics,down,Transcriptomics.down
CD37,-1.104663627,0.037940426,Transcriptomics,down,Transcriptomics.down
PSMG3-AS1,0.5890378,0.039064559,Transcriptomics,up,Transcriptomics.up
RP11-420G6.4,0.844316096,0.039135293,Transcriptomics,up,Transcriptomics.up
THRAP3P1,-1.174172847,0.039135293,Transcriptomics,down,Transcriptomics.down
RP11-85M11.2,-0.694703641,0.039331523,Transcriptomics,down,Transcriptomics.down
RP3-512B11.3,-0.63514239,0.039362291,Transcriptomics,down,Transcriptomics.down
SLC16A10,-0.793559997,0.039778833,Transcriptomics,down,Transcriptomics.down
CMYA5,-0.766331656,0.040011487,Transcriptomics,down,Transcriptomics.down
LINC00920,0.934574339,0.040283853,Transcriptomics,up,Transcriptomics.up
ZNRF2P1,-0.785255444,0.040507705,Transcriptomics,down,Transcriptomics.down
RNF224,0.744211513,0.040507705,Transcriptomics,up,Transcriptomics.up
CTD-2260A17.1,0.673351676,0.041324675,Transcriptomics,up,Transcriptomics.up
RPL23AP64,-0.795500496,0.041955332,Transcriptomics,down,Transcriptomics.down
RP11-398G24.2,-0.967890894,0.042171648,Transcriptomics,down,Transcriptomics.down
AC108479.2,0.844430191,0.042266003,Transcriptomics,up,Transcriptomics.up
RP11-398K22.12,-0.582501201,0.042266003,Transcriptomics,down,Transcriptomics.down
RP11-798M19.3,-0.996666533,0.042643361,Transcriptomics,down,Transcriptomics.down
ARHGAP28,0.601235842,0.042763344,Transcriptomics,up,Transcriptomics.up
NPIPB4,-0.583085229,0.042786568,Transcriptomics,down,Transcriptomics.down
GPRC5D,-0.964670542,0.043030417,Transcriptomics,down,Transcriptomics.down
RP3-467K16.4,0.83415139,0.043228262,Transcriptomics,up,Transcriptomics.up
SCARNA22,-1.138890482,0.043321062,Transcriptomics,down,Transcriptomics.down
MT-TL2,-1.028804617,0.043390053,Transcriptomics,down,Transcriptomics.down
PCDHGA6,-0.624681082,0.043481326,Transcriptomics,down,Transcriptomics.down
IPO7P1,-0.702543717,0.043553826,Transcriptomics,down,Transcriptomics.down
ICOSLG,0.700877412,0.044329266,Transcriptomics,up,Transcriptomics.up
AGAP8,-0.990230101,0.044386814,Transcriptomics,down,Transcriptomics.down
TBX15,0.6651584,0.04473414,Transcriptomics,up,Transcriptomics.up
AC012358.7,-1.000846854,0.044735015,Transcriptomics,down,Transcriptomics.down
RP11-290F20.1,0.604410347,0.044917014,Transcriptomics,up,Transcriptomics.up
LGMNP1,0.637037467,0.045169701,Transcriptomics,up,Transcriptomics.up
RP11-214N16.2,-0.978235976,0.04524843,Transcriptomics,down,Transcriptomics.down
RP11-504P24.2,-0.782301349,0.045412521,Transcriptomics,down,Transcriptomics.down
AQP5,-0.799697162,0.046166959,Transcriptomics,down,Transcriptomics.down
NPIPB11,-0.804052204,0.046229034,Transcriptomics,down,Transcriptomics.down
AC009501.4,-0.845432214,0.046520703,Transcriptomics,down,Transcriptomics.down
RP5-894A10.6,-0.7009351,0.046520703,Transcriptomics,down,Transcriptomics.down
ANKRD33B,-0.602566626,0.047251544,Transcriptomics,down,Transcriptomics.down
RP11-685M7.3,1.130170766,0.04742222,Transcriptomics,up,Transcriptomics.up
ERV3-1,-0.721399331,0.048109518,Transcriptomics,down,Transcriptomics.down
CCDC113,0.715036819,0.048473169,Transcriptomics,up,Transcriptomics.up
SLC9A9,0.730125687,0.048489056,Transcriptomics,up,Transcriptomics.up
CTB-131B5.5,-0.810497903,0.04852458,Transcriptomics,down,Transcriptomics.down
TUB,-0.711470154,0.048534143,Transcriptomics,down,Transcriptomics.down
HIST2H2BE,0.630071315,0.048583164,Transcriptomics,up,Transcriptomics.up
FAM167B,0.810903303,0.048590343,Transcriptomics,up,Transcriptomics.up
PARK2,0.625511121,0.048672335,Transcriptomics,up,Transcriptomics.up
MSS51,-0.626283886,0.048672335,Transcriptomics,down,Transcriptomics.down
RP11-435I10.3,0.840900956,0.049566409,Transcriptomics,up,Transcriptomics.up
RNF138P1,0.688822569,0.049811901,Transcriptomics,up,Transcriptomics.up
