Ensembl,Entry,UNIPROT,Chrom,Gene.Name,Biotype
ENSG00000225979,NA,NA,2,AC010746.3,antisense
ENSG00000265840,NA,NA,17,AC010761.10,antisense
ENSG00000265205,NA,NA,17,AC010761.13,antisense
ENSG00000267729,NA,NA,17,AC010761.14,antisense
ENSG00000265073,NA,NA,17,AC010761.6,antisense
ENSG00000264577,NA,NA,17,AC010761.8,antisense
ENSG00000265474,NA,NA,17,AC010761.9,antisense
ENSG00000234936,NA,NA,2,AC010883.5,antisense
ENSG00000224509,NA,NA,2,AC010884.1,antisense
ENSG00000226953,NA,NA,2,AC010890.1,antisense
ENSG00000237798,NA,NA,2,AC010894.5,antisense
ENSG00000237370,NA,NA,2,AC010907.2,antisense
ENSG00000224661,NA,NA,2,AC010907.5,antisense
ENSG00000188525,NA,NA,2,AC010969.1,antisense
ENSG00000230065,NA,NA,2,AC010974.3,antisense
ENSG00000229385,NA,NA,2,AC010975.1,antisense
ENSG00000231731,NA,NA,2,AC010976.2,antisense
ENSG00000235586,NA,NA,2,AC011247.3,antisense
ENSG00000236510,NA,NA,7,AC011284.3,antisense
ENSG00000227172,NA,NA,7,AC011290.4,antisense
ENSG00000268833,NA,NA,19,AC011513.4,antisense
ENSG00000267968,NA,NA,19,AC011523.2,antisense
ENSG00000267020,NA,NA,19,AC011558.5,antisense
ENSG00000223436,NA,NA,7,AC011625.1,antisense
ENSG00000231638,NA,NA,7,AC011738.4,antisense
ENSG00000235092,NA,NA,2,AC011747.7,antisense
ENSG00000226806,NA,NA,2,AC011893.3,antisense
ENSG00000231980,NA,NA,7,AC011899.10,antisense
ENSG00000233038,NA,NA,7,AC011899.9,antisense
ENSG00000223660,NA,NA,19,AC012314.20,antisense
ENSG00000237017,NA,NA,19,AC012314.8,antisense
ENSG00000203327,NA,NA,2,AC012358.7,antisense
ENSG00000240401,NA,NA,2,AC012358.8,antisense
ENSG00000238273,NA,NA,2,AC012360.6,antisense
ENSG00000224789,NA,NA,2,AC012363.4,antisense
ENSG00000203643,NA,NA,2,AC012456.3,antisense
ENSG00000230790,NA,NA,2,AC012456.4,antisense
ENSG00000230452,NA,NA,2,AC012457.2,antisense
ENSG00000230695,NA,NA,2,AC012462.1,antisense
ENSG00000232306,NA,NA,2,AC012485.2,antisense
ENSG00000214184,NA,NA,2,AC012487.2,antisense
ENSG00000229941,NA,NA,2,AC012499.1,antisense
ENSG00000232520,NA,NA,2,AC012507.3,antisense
ENSG00000230385,NA,NA,2,AC012507.4,antisense
ENSG00000231092,NA,NA,2,AC012513.6,antisense
ENSG00000231898,NA,NA,2,AC012594.1,antisense
ENSG00000253406,NA,NA,5,AC012613.2,antisense
ENSG00000231621,NA,NA,2,AC013264.2,antisense
ENSG00000225819,NA,NA,2,AC013269.3,antisense
ENSG00000225341,NA,NA,2,AC013269.4,antisense
ENSG00000231013,NA,NA,2,AC013275.2,antisense
ENSG00000185040,A6NNV3,SPD16_HUMAN,7,AC004980.11,pseudogene
ENSG00000228596,NA,NA,7,AC013436.6,antisense
ENSG00000236283,NA,NA,2,AC013463.2,antisense
ENSG00000230286,NA,NA,2,AC013472.4,antisense
ENSG00000226398,NA,NA,2,AC013480.2,antisense
ENSG00000234595,NA,NA,2,AC013733.3,antisense
ENSG00000267025,NA,NA,17,AC015849.19,antisense
ENSG00000237805,NA,NA,17,AC015849.2,antisense
ENSG00000226797,NA,NA,17,AC015923.1,antisense
ENSG00000227279,NA,NA,18,AC015933.2,antisense
ENSG00000224911,NA,NA,17,AC015936.3,antisense
ENSG00000203395,NA,NA,2,AC015969.3,antisense
ENSG00000228363,NA,NA,2,AC015971.2,antisense
ENSG00000225378,NA,NA,2,AC015977.6,antisense
ENSG00000224746,NA,NA,7,AC015987.1,antisense
ENSG00000235361,NA,NA,17,AC016292.1,antisense
ENSG00000255690,Q7L0X0,TRIL_HUMAN,7,AC005013.1,pseudogene
ENSG00000269600,NA,NA,19,AC016629.3,antisense
ENSG00000267858,NA,NA,19,AC016629.8,antisense
ENSG00000235635,NA,NA,5,AC016644.1,antisense
ENSG00000234174,NA,NA,2,AC016683.5,antisense
ENSG00000224731,NA,NA,2,AC016716.2,antisense
ENSG00000226548,NA,NA,2,AC016722.3,antisense
ENSG00000228925,NA,NA,2,AC016722.4,antisense
ENSG00000235335,NA,NA,2,AC016723.4,antisense
ENSG00000230140,NA,NA,2,AC016738.3,antisense
ENSG00000223947,NA,NA,2,AC016738.4,antisense
ENSG00000234997,NA,NA,2,AC016745.3,antisense
ENSG00000235047,NA,NA,2,AC016751.3,antisense
ENSG00000233862,NA,NA,2,AC016907.3,antisense
ENSG00000233729,NA,NA,2,AC016909.1,antisense
ENSG00000232377,NA,NA,2,AC016910.1,antisense
ENSG00000227294,NA,NA,2,AC016994.2,antisense
ENSG00000229915,NA,NA,2,AC016999.2,antisense
ENSG00000232696,NA,NA,2,AC017006.2,antisense
ENSG00000231336,NA,NA,2,AC017006.3,antisense
ENSG00000225964,NA,NA,2,AC017076.5,antisense
ENSG00000227227,NA,NA,2,AC017101.10,antisense
ENSG00000229839,NA,NA,2,AC018462.2,antisense
ENSG00000225144,NA,NA,7,AC018643.4,antisense
ENSG00000225284,NA,NA,2,AC018693.6,antisense
ENSG00000226122,NA,NA,7,AC018705.5,antisense
ENSG00000239587,NA,NA,2,AC018730.4,antisense
ENSG00000267896,NA,NA,19,AC018766.4,antisense
ENSG00000269352,NA,NA,19,AC018766.5,antisense
ENSG00000268047,NA,NA,19,AC018766.6,antisense
ENSG00000224087,NA,NA,2,AC018804.3,antisense
ENSG00000233339,NA,NA,2,AC018878.3,antisense
ENSG00000236449,NA,NA,2,AC018890.6,antisense
ENSG00000223884,NA,NA,2,AC019048.1,antisense
ENSG00000232893,NA,NA,2,AC019068.2,antisense
ENSG00000225328,NA,NA,2,AC019100.3,antisense
ENSG00000233255,NA,NA,2,AC019181.2,antisense
ENSG00000229732,NA,NA,17,AC019349.5,antisense
ENSG00000229056,NA,NA,2,AC020571.3,antisense
ENSG00000237133,NA,NA,2,AC020594.5,antisense
ENSG00000228005,NA,NA,7,AC020743.2,antisense
ENSG00000237281,NA,NA,2,AC021016.8,antisense
ENSG00000230747,NA,NA,2,AC021188.4,antisense
ENSG00000268093,NA,NA,19,AC022154.7,antisense
ENSG00000237243,NA,NA,7,AC022173.2,antisense
ENSG00000229229,NA,NA,2,AC022201.4,antisense
ENSG00000233849,NA,NA,2,AC022201.5,antisense
ENSG00000228064,NA,NA,2,AC023469.2,antisense
ENSG00000267709,NA,NA,19,AC024592.9,antisense
ENSG00000224713,NA,NA,12,AC025165.8,antisense
ENSG00000215068,NA,NA,5,AC025171.1,antisense
ENSG00000253744,NA,NA,5,AC025442.3,antisense
ENSG00000225798,NA,NA,15,AC025918.2,antisense
ENSG00000233912,NA,NA,3,AC026202.3,antisense
ENSG00000260740,NA,NA,16,AC026471.6,antisense
ENSG00000260005,NA,NA,17,AC027601.1,antisense
ENSG00000231585,NA,NA,5,AC034228.2,antisense
ENSG00000223548,NA,NA,5,AC034228.3,antisense
ENSG00000234758,NA,NA,5,AC034228.4,antisense
ENSG00000253404,NA,NA,5,AC034243.1,antisense
ENSG00000233635,NA,NA,17,AC037445.1,antisense
ENSG00000229334,NA,NA,3,AC046143.3,antisense
ENSG00000227432,NA,NA,2,AC053503.11,antisense
ENSG00000229525,NA,NA,2,AC053503.4,antisense
ENSG00000234638,NA,NA,2,AC053503.6,antisense
ENSG00000234136,NA,NA,3,AC055764.1,antisense
ENSG00000235949,NA,NA,2,AC061961.2,antisense
ENSG00000234028,NA,NA,2,AC062029.1,antisense
ENSG00000224643,NA,NA,2,AC064871.3,antisense
ENSG00000230686,NA,NA,2,AC067945.2,antisense
ENSG00000269445,NA,NA,19,AC067969.1,antisense
ENSG00000268055,NA,NA,19,AC067969.2,antisense
ENSG00000228389,NA,NA,2,AC068039.4,antisense
ENSG00000224516,NA,NA,2,AC068134.8,antisense
ENSG00000268650,NA,NA,19,AC068499.10,antisense
ENSG00000235027,NA,NA,11,AC068580.6,antisense
ENSG00000214432,NA,NA,15,AC068831.10,antisense
ENSG00000259661,NA,NA,15,AC068831.15,antisense
ENSG00000224441,NA,NA,15,AC068831.3,antisense
ENSG00000258384,NA,NA,15,AC068831.6,antisense
ENSG00000233581,NA,NA,2,AC069155.1,antisense
ENSG00000228028,NA,NA,3,AC069257.8,antisense
ENSG00000224298,NA,NA,17,AC069363.1,antisense
ENSG00000229267,NA,NA,2,AC072062.1,antisense
ENSG00000170468,Q9H6W3,RIOX1_HUMAN,14,AC005280.1,pseudogene
ENSG00000226690,A0A1B0GUR6,A0A1B0GUR6_HUMAN,7,AC005281.1,lincRNA
ENSG00000227769,NA,NA,2,AC072062.3,antisense
ENSG00000179428,NA,NA,7,AC073072.5,antisense
ENSG00000228135,NA,NA,2,AC073128.10,antisense
ENSG00000243243,NA,NA,7,AC073130.3,antisense
ENSG00000237126,NA,NA,2,AC073254.1,antisense
ENSG00000225187,NA,NA,2,AC073283.7,antisense
ENSG00000236708,NA,NA,7,AC073316.1,antisense
ENSG00000224391,NA,NA,2,AC073321.3,antisense
ENSG00000235837,NA,NA,7,AC073333.8,antisense
ENSG00000231840,NA,NA,7,AC073342.12,antisense
ENSG00000228010,NA,NA,7,AC073343.13,antisense
ENSG00000224595,NA,NA,7,AC073626.2,antisense
ENSG00000250990,NA,NA,7,AC073635.5,antisense
ENSG00000228802,NA,NA,2,AC073641.2,antisense
ENSG00000237655,NA,NA,2,AC073834.3,antisense
ENSG00000235077,NA,NA,7,AC073842.19,antisense
ENSG00000240790,NA,NA,7,AC073934.6,antisense
ENSG00000225146,NA,NA,7,AC073957.15,antisense
ENSG00000230730,NA,NA,2,AC074011.2,antisense
ENSG00000234072,NA,NA,2,AC074117.10,antisense
ENSG00000259605,NA,NA,19,AC074212.5,antisense
ENSG00000267395,NA,NA,19,AC074212.6,antisense
ENSG00000225889,NA,NA,2,AC074289.1,antisense
ENSG00000232518,NA,NA,2,AC074366.3,antisense
ENSG00000232788,NA,NA,2,AC078883.3,antisense
ENSG00000226963,NA,NA,2,AC078883.4,antisense
ENSG00000225365,NA,NA,7,AC078942.1,antisense
ENSG00000234653,NA,NA,2,AC079117.1,antisense
ENSG00000233611,NA,NA,2,AC079135.1,antisense
ENSG00000227210,NA,NA,2,AC079145.4,antisense
ENSG00000228400,NA,NA,2,AC079154.1,antisense
ENSG00000222043,NA,NA,2,AC079305.10,antisense
ENSG00000229337,NA,NA,2,AC079305.8,antisense
ENSG00000222035,NA,NA,2,AC079354.3,antisense
ENSG00000231903,NA,NA,2,AC079354.5,antisense
ENSG00000225342,NA,NA,12,AC079630.4,antisense
ENSG00000232581,NA,NA,7,AC079742.4,antisense
ENSG00000227061,NA,NA,2,AC079779.7,antisense
ENSG00000225214,NA,NA,2,AC079790.2,antisense
ENSG00000235503,NA,NA,7,AC079799.2,antisense
ENSG00000233230,NA,NA,2,AC079807.2,antisense
ENSG00000224875,NA,NA,2,AC083949.1,antisense
ENSG00000232600,NA,NA,8,AC084125.4,antisense
ENSG00000267163,NA,NA,19,AC084219.3,antisense
ENSG00000186019,NA,NA,19,AC084219.4,antisense
ENSG00000226377,NA,NA,17,AC084809.2,antisense
ENSG00000235530,NA,NA,17,AC087294.2,antisense
ENSG00000225751,NA,NA,17,AC087501.1,antisense
ENSG00000196893,NA,NA,17,AC090286.4,antisense
ENSG00000228661,NA,NA,11,AC090587.5,antisense
ENSG00000236838,NA,NA,17,AC090617.1,antisense
ENSG00000235300,NA,NA,17,AC090627.1,antisense
ENSG00000232394,NA,NA,15,AC090696.2,antisense
ENSG00000235629,NA,NA,3,AC090952.5,antisense
ENSG00000230172,NA,NA,3,AC090957.2,antisense
ENSG00000236234,NA,NA,17,AC091132.1,antisense
ENSG00000230532,NA,NA,17,AC091133.1,antisense
ENSG00000235085,NA,NA,17,AC091153.4,antisense
ENSG00000230113,NA,NA,17,AC091177.1,antisense
ENSG00000223711,NA,NA,3,AC091633.3,antisense
ENSG00000224079,NA,NA,7,AC091729.7,antisense
ENSG00000226291,NA,NA,7,AC091729.8,antisense
ENSG00000229043,NA,NA,7,AC091729.9,antisense
ENSG00000215196,NA,NA,5,AC091878.1,antisense
ENSG00000226622,NA,NA,2,AC092155.4,antisense
ENSG00000233296,NA,NA,2,AC092159.2,antisense
ENSG00000233970,NA,NA,2,AC092159.3,antisense
ENSG00000188365,NA,NA,7,AC092171.2,antisense
ENSG00000228629,NA,NA,19,AC092295.4,antisense
ENSG00000233527,NA,NA,19,AC092295.7,antisense
ENSG00000269148,NA,NA,19,AC092301.3,antisense
ENSG00000268618,NA,NA,19,AC092316.1,antisense
ENSG00000227189,NA,NA,4,AC092535.3,antisense
ENSG00000248254,NA,NA,4,AC092597.3,antisense
ENSG00000231758,NA,NA,2,AC092652.1,antisense
ENSG00000230393,NA,NA,2,AC092667.2,antisense
ENSG00000244522,NA,NA,2,AC092669.1,antisense
ENSG00000234818,NA,NA,2,AC092687.5,antisense
ENSG00000228108,NA,NA,2,AC092839.3,antisense
ENSG00000234943,NA,NA,2,AC092839.4,antisense
ENSG00000238018,NA,NA,2,AC093110.3,antisense
ENSG00000233654,NA,NA,2,AC093388.3,antisense
ENSG00000232057,NA,NA,2,AC093390.1,antisense
ENSG00000231890,NA,NA,2,AC093391.2,antisense
ENSG00000228242,NA,NA,3,AC093495.4,antisense
ENSG00000229996,NA,NA,2,AC093585.6,antisense
ENSG00000241269,NA,NA,7,AC093620.5,antisense
ENSG00000240093,NA,NA,7,AC093627.12,antisense
ENSG00000232533,NA,NA,7,AC093673.5,antisense
ENSG00000223522,NA,NA,2,AC093690.1,antisense
ENSG00000233845,NA,NA,2,AC093732.1,antisense
ENSG00000225205,NA,NA,2,AC093818.1,antisense
ENSG00000228655,NA,NA,2,AC096558.1,antisense
ENSG00000229750,NA,NA,2,AC096649.2,antisense
ENSG00000204581,NA,NA,2,AC096670.3,antisense
ENSG00000234193,NA,NA,2,AC097461.4,antisense
ENSG00000250910,NA,NA,4,AC097467.2,antisense
ENSG00000224090,NA,NA,2,AC097468.4,antisense
ENSG00000235024,NA,NA,2,AC097468.7,antisense
ENSG00000237576,NA,NA,2,AC097495.2,antisense
ENSG00000236432,NA,NA,2,AC097662.2,antisense
ENSG00000226833,NA,NA,2,AC097724.3,antisense
ENSG00000233766,NA,NA,2,AC098617.1,antisense
ENSG00000235042,NA,NA,2,AC098820.2,antisense
ENSG00000241520,NA,NA,2,AC098820.4,antisense
ENSG00000225884,NA,NA,2,AC098872.3,antisense
ENSG00000228133,NA,NA,17,AC099684.1,antisense
ENSG00000224738,NA,NA,17,AC099850.1,antisense
ENSG00000253775,NA,NA,8,AC100802.3,antisense
ENSG00000259635,NA,NA,15,AC100830.3,antisense
ENSG00000265967,NA,NA,15,AC100830.4,antisense
ENSG00000264937,NA,NA,15,AC100830.5,antisense
ENSG00000225981,NA,NA,7,AC102953.4,antisense
ENSG00000231927,NA,NA,7,AC102953.6,antisense
ENSG00000233850,NA,NA,2,AC103563.8,antisense
ENSG00000231062,NA,NA,2,AC103563.9,antisense
ENSG00000254879,NA,NA,11,AC103828.1,antisense
ENSG00000236153,NA,NA,2,AC104076.3,antisense
ENSG00000233847,NA,NA,5,AC104113.3,antisense
ENSG00000225420,NA,NA,2,AC104134.2,antisense
ENSG00000224091,NA,NA,11,AC104389.16,antisense
ENSG00000266941,NA,NA,19,AC104532.3,antisense
ENSG00000267571,NA,NA,19,AC104532.4,antisense
ENSG00000268756,NA,NA,19,AC104534.2,antisense
ENSG00000237633,NA,NA,2,AC104623.2,antisense
ENSG00000231851,NA,NA,2,AC104655.2,antisense
ENSG00000229951,NA,NA,2,AC104695.3,antisense
ENSG00000224220,NA,NA,2,AC104699.1,antisense
ENSG00000231334,NA,NA,2,AC104781.1,antisense
ENSG00000223991,NA,NA,2,AC104809.2,antisense
ENSG00000265289,NA,NA,17,AC104984.4,antisense
ENSG00000229498,NA,NA,2,AC105053.3,antisense
ENSG00000229224,NA,NA,2,AC105398.3,antisense
ENSG00000231079,NA,NA,2,AC105402.4,antisense
ENSG00000227033,NA,NA,2,AC105461.1,antisense
ENSG00000227252,NA,NA,2,AC105760.2,antisense
ENSG00000124835,NA,NA,2,AC105760.3,antisense
ENSG00000223652,NA,NA,5,AC106786.1,antisense
ENSG00000253519,NA,NA,5,AC106801.1,antisense
ENSG00000230737,NA,NA,2,AC106870.1,antisense
ENSG00000197644,NA,NA,2,AC106870.2,antisense
ENSG00000224128,NA,NA,2,AC107057.2,antisense
ENSG00000236498,NA,NA,2,AC107081.5,antisense
ENSG00000197585,NA,NA,2,AC107218.3,antisense
ENSG00000241525,NA,NA,17,AC108004.3,antisense
ENSG00000230090,NA,NA,2,AC108025.2,antisense
ENSG00000177822,NA,NA,4,AC108142.1,antisense
ENSG00000234791,NA,NA,11,AC108448.3,antisense
ENSG00000233553,NA,NA,2,AC108462.1,antisense
ENSG00000224513,NA,NA,11,AC109309.4,antisense
ENSG00000227495,NA,NA,17,AC109333.10,antisense
ENSG00000234945,NA,NA,2,AC109828.1,antisense
ENSG00000233223,NA,NA,17,AC113189.5,antisense
ENSG00000234796,NA,NA,2,AC113607.3,antisense
ENSG00000235351,NA,NA,2,AC114730.11,antisense
ENSG00000235151,NA,NA,2,AC114730.2,antisense
ENSG00000224272,NA,NA,2,AC114730.3,antisense
ENSG00000215023,NA,NA,2,AC114730.5,antisense
ENSG00000234793,NA,NA,2,AC114730.7,antisense
ENSG00000215692,NA,NA,2,AC114730.8,antisense
ENSG00000218305,A4D256,CC14C_HUMAN,7,AC006024.4,pseudogene
ENSG00000230432,NA,NA,2,AC114803.3,antisense
ENSG00000236665,NA,NA,2,AC114808.2,antisense
ENSG00000235403,NA,NA,2,AC114808.3,antisense
ENSG00000224814,NA,NA,2,AC114812.8,antisense
ENSG00000238160,NA,NA,5,AC116366.5,antisense
ENSG00000234290,NA,NA,5,AC116366.6,antisense
ENSG00000235688,NA,NA,2,AC116614.1,antisense
ENSG00000229782,NA,NA,17,AC118754.4,antisense
ENSG00000231536,NA,NA,2,AC123886.2,antisense
ENSG00000230483,NA,NA,11,AC124057.5,antisense
ENSG00000226155,NA,NA,3,AC124944.3,antisense
ENSG00000267986,NA,NA,19,AC130469.2,antisense
ENSG00000267488,NA,NA,17,AC131056.3,antisense
ENSG00000233806,NA,NA,2,AC131097.3,antisense
ENSG00000228073,NA,NA,2,AC133106.2,antisense
ENSG00000228989,NA,NA,2,AC133528.2,antisense
ENSG00000233221,NA,NA,2,AC133785.1,antisense
ENSG00000261124,NA,NA,16,AC135050.5,antisense
ENSG00000226871,NA,NA,17,AC135178.7,antisense
ENSG00000228740,NA,NA,15,AC136896.1,antisense
ENSG00000235296,NA,NA,17,AC137723.5,antisense
ENSG00000260279,NA,NA,16,AC137932.5,antisense
ENSG00000261253,NA,NA,16,AC137932.6,antisense
ENSG00000235760,NA,NA,2,AC138655.4,antisense
ENSG00000236558,NA,NA,2,AC138655.6,antisense
ENSG00000267251,NA,NA,18,AC139100.3,antisense
ENSG00000233799,NA,NA,4,AC139887.4,antisense
ENSG00000232408,NA,NA,2,AC140481.4,antisense
ENSG00000229797,NA,NA,2,AC140481.8,antisense
ENSG00000249942,NA,NA,4,AC142293.3,antisense
ENSG00000267710,A0A1B0GTR0,EDD13_HUMAN,19,AC006116.20,protein_coding
ENSG00000235078,NA,NA,2,AC142528.1,antisense
ENSG00000231969,NA,NA,2,AC144449.1,antisense
ENSG00000228613,NA,NA,2,AC144450.1,antisense
ENSG00000253753,NA,NA,8,AC145123.2,antisense
ENSG00000237181,NA,NA,7,AC147651.4,antisense
ENSG00000229380,NA,NA,7,AC147651.5,antisense
ENSG00000180139,NA,NA,10,ACTA2-AS1,antisense
ENSG00000259062,NA,NA,14,ACTN1-AS1,antisense
ENSG00000229589,NA,NA,3,ACVR2B-AS1,antisense
ENSG00000236144,NA,NA,19,AD000090.2,antisense
ENSG00000270760,NA,NA,19,AD001527.7,antisense
ENSG00000249421,NA,NA,5,ADAMTS19-AS1,antisense
ENSG00000241158,NA,NA,3,ADAMTS9-AS1,antisense
ENSG00000241684,NA,NA,3,ADAMTS9-AS2,antisense
ENSG00000205696,NA,NA,10,ADARB2-AS1,antisense
ENSG00000226482,NA,NA,3,ADIPOQ-AS1,antisense
ENSG00000178803,NA,NA,22,ADORA2A-AS1,antisense
ENSG00000260898,NA,NA,15,ADPGK-AS1,antisense
ENSG00000257096,NA,NA,14,AE000658.22,antisense
ENSG00000259054,NA,NA,14,AE000662.93,antisense
ENSG00000263335,NA,NA,16,AF001548.5,antisense
ENSG00000263065,NA,NA,16,AF001548.6,antisense
ENSG00000262983,NA,NA,16,AF001550.7,antisense
ENSG00000253500,NA,NA,8,AF121898.3,antisense
ENSG00000224649,NA,NA,21,AF124730.4,antisense
ENSG00000229047,NA,NA,21,AF127577.10,antisense
ENSG00000231201,NA,NA,21,AF127577.11,antisense
ENSG00000235277,NA,NA,21,AF127577.8,antisense
ENSG00000272991,NA,NA,21,AF129408.17,antisense
ENSG00000255020,NA,NA,8,AF131216.5,antisense
ENSG00000246477,NA,NA,8,AF131216.6,antisense
ENSG00000227170,NA,NA,8,AF178030.2,antisense
ENSG00000232828,NA,NA,X,AF196970.3,antisense
ENSG00000224292,NA,NA,X,AF196972.9,antisense
ENSG00000260651,NA,NA,4,AF213884.2,antisense
ENSG00000223697,NA,NA,8,AF230666.2,antisense
ENSG00000272620,NA,NA,4,AFAP1-AS1,antisense
ENSG00000260125,NA,NA,15,AGBL1-AS1,antisense
ENSG00000231636,NA,NA,2,AGBL5-AS1,antisense
ENSG00000268257,NA,NA,6,AIRN,antisense
ENSG00000262668,NA,NA,16,AJ003147.9,antisense
ENSG00000228201,NA,NA,16,AL022341.3,antisense
ENSG00000230319,NA,NA,22,AL022476.2,antisense
ENSG00000244676,NA,NA,21,AL109761.5,antisense
ENSG00000235785,NA,NA,14,AL109767.1,antisense
ENSG00000228563,NA,NA,2,AL133247.2,antisense
ENSG00000236866,NA,NA,1,AL157902.3,antisense
ENSG00000229402,NA,NA,14,AL162151.4,antisense
ENSG00000225084,NA,NA,17,AL450226.2,antisense
ENSG00000234614,NA,NA,1,AL450992.2,antisense
ENSG00000226716,NA,NA,1,AL589986.2,antisense
ENSG00000205424,NA,NA,21,AL592528.1,antisense
ENSG00000227237,NA,NA,1,AL672294.1,antisense
ENSG00000236519,NA,NA,21,AL773604.8,antisense
ENSG00000250218,NA,NA,3,ALDH1L1-AS1,antisense
ENSG00000246022,NA,NA,3,ALDH1L1-AS2,antisense
ENSG00000229487,NA,NA,X,ALG13-AS1,antisense
ENSG00000244926,NA,NA,11,ALKBH3-AS1,antisense
ENSG00000250106,NA,NA,5,ANKRD33B-AS1,antisense
ENSG00000254902,NA,NA,11,ANO1-AS1,antisense
ENSG00000254417,NA,NA,11,ANO1-AS2,antisense
ENSG00000237594,NA,NA,21,AP000251.3,antisense
ENSG00000273271,NA,NA,21,AP000254.8,antisense
ENSG00000232623,NA,NA,21,AP000266.7,antisense
ENSG00000232360,NA,NA,21,AP000281.2,antisense
ENSG00000227757,NA,NA,21,AP000282.2,antisense
ENSG00000226433,NA,NA,21,AP000290.7,antisense
ENSG00000231355,NA,NA,21,AP000302.58,antisense
ENSG00000225555,NA,NA,21,AP000320.6,antisense
ENSG00000234380,NA,NA,21,AP000330.8,antisense
ENSG00000224277,NA,NA,22,AP000345.2,antisense
ENSG00000228923,NA,NA,22,AP000355.2,antisense
ENSG00000257002,NA,NA,11,AP000438.2,antisense
ENSG00000255139,NA,NA,11,AP000442.1,antisense
ENSG00000254495,NA,NA,11,AP000487.4,antisense
ENSG00000246889,NA,NA,11,AP000487.5,antisense
ENSG00000254604,NA,NA,11,AP000487.6,antisense
ENSG00000255843,NA,NA,11,AP000593.7,antisense
ENSG00000254477,NA,NA,11,AP000640.10,antisense
ENSG00000255355,NA,NA,11,AP000640.2,antisense
ENSG00000268643,M0QYV0,M0QYV0_HUMAN,19,AC006486.9,protein_coding
ENSG00000236677,NA,NA,21,AP000688.11,antisense
ENSG00000273199,NA,NA,21,AP000692.10,antisense
ENSG00000233818,NA,NA,21,AP000695.4,antisense
ENSG00000230479,NA,NA,21,AP000695.6,antisense
ENSG00000224269,NA,NA,21,AP000697.6,antisense
ENSG00000255555,NA,NA,11,AP000857.3,antisense
ENSG00000250699,NA,NA,11,AP000892.4,antisense
ENSG00000224077,NA,NA,11,AP000936.4,antisense
ENSG00000215458,NA,NA,21,AP001053.11,antisense
ENSG00000232124,NA,NA,21,AP001057.1,antisense
ENSG00000232010,NA,NA,21,AP001059.5,antisense
ENSG00000184441,NA,NA,21,AP001062.7,antisense
ENSG00000232969,NA,NA,21,AP001062.9,antisense
ENSG00000230061,NA,NA,21,AP001065.2,antisense
ENSG00000237410,NA,NA,11,AP001092.4,antisense
ENSG00000267001,K7EQS6,K7EQS6_HUMAN,19,AC006538.4,protein_coding
ENSG00000226771,NA,NA,21,AP001136.2,antisense
ENSG00000236304,NA,NA,11,AP001189.4,antisense
ENSG00000224905,NA,NA,21,AP001347.6,antisense
ENSG00000272948,NA,NA,21,AP001412.1,antisense
ENSG00000273210,NA,NA,21,AP001437.1,antisense
ENSG00000234409,H7C350,CC188_HUMAN,22,AC006547.14,protein_coding
ENSG00000224541,NA,NA,21,AP001439.2,antisense
ENSG00000228404,NA,NA,21,AP001468.58,antisense
ENSG00000223901,NA,NA,21,AP001469.5,antisense
ENSG00000228137,NA,NA,21,AP001469.7,antisense
ENSG00000239415,NA,NA,21,AP001469.9,antisense
ENSG00000227438,NA,NA,21,AP001471.1,antisense
ENSG00000232692,NA,NA,21,AP001596.6,antisense
ENSG00000197934,NA,NA,21,AP001597.1,antisense
ENSG00000223563,NA,NA,21,AP001601.2,antisense
ENSG00000228318,NA,NA,21,AP001610.5,antisense
ENSG00000236883,NA,NA,21,AP001615.9,antisense
ENSG00000236545,NA,NA,21,AP001619.3,antisense
ENSG00000235772,NA,NA,21,AP001625.6,antisense
ENSG00000235023,NA,NA,21,AP001626.2,antisense
ENSG00000225731,NA,NA,21,AP001627.1,antisense
ENSG00000224100,NA,NA,21,AP001630.5,antisense
ENSG00000236663,NA,NA,21,AP001631.9,antisense
ENSG00000255176,NA,NA,11,AP002954.3,antisense
ENSG00000255422,NA,NA,11,AP002954.4,antisense
ENSG00000237654,NA,NA,11,AP003025.2,antisense
ENSG00000255173,NA,NA,11,AP003068.12,antisense
ENSG00000254501,NA,NA,11,AP003068.9,antisense
ENSG00000255949,NA,NA,11,AP003419.16,antisense
ENSG00000236935,NA,NA,11,AP003774.1,antisense
ENSG00000238117,NA,NA,11,AP004372.1,antisense
ENSG00000226645,NA,NA,11,AP006216.10,antisense
ENSG00000236267,NA,NA,11,AP006216.5,antisense
ENSG00000261044,NA,NA,8,AP006547.3,antisense
ENSG00000255142,NA,NA,11,AP006621.6,antisense
ENSG00000255108,NA,NA,11,AP006621.8,antisense
ENSG00000269915,NA,NA,11,AP006621.9,antisense
ENSG00000226167,NA,NA,1,AP4B1-AS1,antisense
ENSG00000235910,NA,NA,11,APOA1-AS,antisense
ENSG00000249310,NA,NA,22,APOBEC3B-AS1,antisense
ENSG00000260372,NA,NA,18,AQP4-AS1,antisense
ENSG00000256007,NA,NA,11,ARAP1-AS1,antisense
ENSG00000245148,NA,NA,11,ARAP1-AS2,antisense
ENSG00000226272,NA,NA,5,ARHGAP26-AS1,antisense
ENSG00000241155,NA,NA,3,ARHGAP31-AS1,antisense
ENSG00000258655,NA,NA,14,ARHGAP5-AS1,antisense
ENSG00000234166,NA,NA,1,ARHGEF19-AS1,antisense
